corp_code,corp_name,stock_code,modify_date
00370547,네오리소스,058550,20170630
00242439,케이알,035950,20170630
00134060,씨앤상선,000790,20170630
00392600,투미비티,058900,20170630
00259855,코아정보시스템,039990,20170630
00385451,케이에스리소스,066340,20170630
00258944,세계투어,047600,20170630
00798530,동양밸류오션기업인수목적,122290,20170630
00451268,케이이엔지,077960,20170630
00336570,사이버패스,063280,20170630
00363325,산양전기,079870,20170630
00148188,으뜸상호저축은행,032150,20170630
00508566,국제개발,080570,20170630
00133928,세신,004230,20170630
00540784,골든브릿지더블유엠경매부동산일호투자회사,084160,20170630
00298252,엘앤피아너스,061140,20170630
00264556,에이스일렉트로닉스,038690,20170630
00581000,디앤샵,090090,20170630
00359094,더체인지,054120,20170630
00686970,다산자기관리부동산투자회사,105380,20170630
00255309,써니트렌드,035500,20170630
00362380,뉴젠비아이티,054650,20170630
00244862,룩소네이트,033880,20170630
00297165,현대오토넷,042100,20170630
00105767,LG마이크론,016990,20170630
00173397,서광건설산업,001600,20170630
00259606,플러스프로핏,036660,20170630
00178471,한와이어리스,037020,20170630
00331733,포휴먼,049690,20170630
00104892,알이네트웍스,023670,20170630
00647917,케이알제2호개발전문위탁관리부동산투자회사,101790,20170630
00597764,미래에셋맵스오퍼튜니티베트남주식혼합형투자회사1호,094520,20170630
00355821,씨티엘테크,088960,20170630
00329677,이디디컴퍼니,052650,20170630
00244871,케이티프리텔,032390,20170630
00246383,메카포럼,035830,20170630
00345499,에스피코프,048130,20170630
00348140,이롬텍,045400,20170630
00215107,이앤텍,047450,20170630
00560991,맥스브로,088810,20170630
00265263,토자이홀딩스,037700,20170630
00142564,우방,013200,20170630
00198572,동양매직,023020,20170630
00642648,코웰이홀딩스유한공사,900020,20170630
00537443,아구스,078670,20170630
00113173,대한은박지,007480,20170630
00441872,인스프리트,073130,20170630
00480844,하이럭스,079340,20170630
00262044,트리니티,053070,20170630
00101442,카라반케이디이,032570,20170630
00295875,더존디지털웨어,045380,20170630
00441298,디보스,080140,20170630
00263885,포네이처,045290,20170630
00475532,테이크시스템즈,076090,20170630
00130204,폴켐,033190,20170630
00128731,유리이에스,007050,20170630
00325981,에프아이투어,047370,20170630
00540021,모빌탑,085680,20170630
00362089,올리브나인,052970,20170630
00228916,디패션,030420,20170630
00114215,알덱스,025970,20170630
00109648,오라바이오틱스,016160,20170630
00261212,시노펙스그린테크,037320,20170630
00348007,야호커뮤니케이션,059720,20170630
00275808,브이케이,048760,20170630
00375579,팬택앤큐리텔,063350,20170630
00197324,팬텀엔터테인먼트그룹,025460,20170630
00339063,삼성수산,052560,20170630
00538497,동북아15호선박투자회사,084240,20170630
00225140,쌈지,033260,20170630
00101947,브이오산업,018890,20170630
00287724,코디콤,041800,20170630
00347840,제네시스엔알디,052640,20170630
00504357,동북아6호선박투자회사,080410,20170630
00269339,인네트,041450,20170630
00634959,한국월드와이드아시아태평양특별자산1호투자회사,098150,20170630
00267094,헤파호프코리아,039350,20170630
00142698,휴리프,006210,20170630
00350057,하이스마텍,057100,20170630
00721981,삼성디지털이미징,108070,20170630
00248691,씨제이인터넷,037150,20170630
00335562,엠넷미디어,056200,20170630
00369675,온미디어,045710,20170630
00265078,유니텍전자,039040,20170630
00267809,위더스기술금융,019430,20170630
00314000,클라스타,037550,20170630
00355292,아시아미디어홀딩스,052810,20170630
00386557,아이스테이션,056010,20170630
00548865,동북아21호선박투자회사,088010,20170630
00221320,에이스디지텍,036550,20170630
00124054,부산저축은행,007830,20170630
00301486,에피밸리,068630,20170630
00311298,오페스,053470,20170630
00348557,액티투오,047710,20170630
00265342,에이치에스씨홀딩스,038920,20170630
00156734,한국고덴시,027840,20170630
00208693,나리지*온,036850,20170630
00128953,프로비타,014420,20170630
00428792,제로원인터랙티브,069470,20170630
00148744,제일화재해상보험,000610,20170630
00518873,동북아9호선박투자회사,083120,20170630
00300779,굿이엠지,051530,20170630
00397766,아이드림,066850,20170630
00174305,조인에너지,004820,20170630
00320807,태광이엔시,048140,20170630
00106492,렉스엘이앤지,004790,20170630
00592583,코리아퍼시픽05호선박투자회사,093400,20170630
00275260,엑큐리스,048460,20170630
00183914,우경,025920,20170630
00481676,세미텍,081220,20170630
00104971,그린손해보험,000470,20170630
00269773,대양글로벌,040180,20170630
00334767,엔하이테크,046720,20170630
00453752,제너시스템즈,073930,20170630
00140919,엘트온,015050,20170630
00255840,태산엘시디,036210,20170630
00133034,성원건설,012090,20170630
00161028,대우송도개발,004550,20170630
00174475,현대금속,018410,20170630
00251482,트라이써클,034010,20170630
00824659,아이비케이에스스마트에스엠이기업인수목적1호,126680,20170630
00259536,네스테크,037540,20170630
00505198,동북아5호선박투자회사,080980,20170630
00679730,파브코,101990,20170630
00803504,우리기업인수목적1호,122750,20170630
00350118,뉴젠아이씨티,054150,20170630
00352295,인젠,041630,20170630
00240088,지앤에스티,036920,20170630
00560025,코크렙제8호위탁관리부동산투자회사,090540,20170630
00140380,유니온스틸,003640,20170630
00101275,경남모직,001670,20170630
00797674,대우증권그린코리아기업인수목적회사,121910,20170630
00244589,지노시스템,033850,20170630
00802028,한국투자신성장1호기업인수목적회사,123290,20170630
00371519,휴먼텍코리아,066060,20170630
00126593,에스에스씨피,071660,20170630
00220181,평산,089480,20170630
00254009,지디코프,036610,20170630
00505541,아시아퍼시픽2호선박투자회사,081190,20170630
00240398,무한투자,034510,20170630
00828309,동부티에스블랙펄기업인수목적,128910,20170630
00349468,블루젬디앤씨,053040,20170630
00808262,부국퓨쳐스타즈기업인수목적,123300,20170630
00252393,예당컴퍼니,049000,20170630
00229818,터보테크,032420,20170630
00154189,케이비물산,008540,20170630
00680161,연합과기공고유한공사,900030,20170630
00102645,글로스텍,012410,20170630
00844884,중국고섬공고유한공사,950070,20170630
00592592,코리아퍼시픽06호선박투자회사,093410,20170630
00268437,나노트로닉스,010670,20170630
00798284,미래에셋제1호기업인수목적,121950,20170630
00164195,에이원마이크로,037380,20170630
00264811,에이프로테크놀로지,045470,20170630
00676380,모린스,110310,20170630
00543231,디지텍시스템스,091690,20170630
00122436,배명금속,011800,20170630
00505189,동북아4호선박투자회사,080970,20170630
00271413,사라콤,040020,20170630
00245296,폴리플러스,065610,20170630
00480905,영찬테크,085990,20170630
00890333,케이비부국제1호개발전문위탁관리부동산투자회사,149130,20170630
00510534,아시아퍼시픽8호선박투자회사,081930,20170630
00150855,진흥저축은행,007200,20170630
00173634,에듀언스,009010,20170630
00830377,성융광전투자유한공사,900150,20170630
00224567,샤인시스템,066300,20170630
00582054,씨모텍,081090,20170630
00125929,에스컴,014900,20170630
00502793,아시아퍼시픽1호선박투자회사,080180,20170630
00505550,아시아퍼시픽3호선박투자회사,081200,20170630
00104704,한국저축은행,025610,20170630
00361035,미리넷,056710,20170630
00630111,3노드디지탈그룹유한공사,900010,20170630
00264802,유일엔시스,038720,20170630
00399773,케이피케미칼,064420,20170630
00257529,이루넷,041030,20170630
00804114,대신증권그로쓰알파기업인수목적,123550,20170630
00416706,유에이블,071530,20170630
00173324,경윤하이드로에너지,019120,20170630
00121729,롯데미도파,004010,20170630
00808226,한화에스브이명장제1호기업인수목적,124050,20170630
00162577,셀텍,019260,20170630
00812229,에스비아이앤솔로몬드림기업인수목적,123910,20170630
00351153,위다스,056810,20170630
00126885,에스와이코퍼레이션,008080,20170630
00264741,어울림네트웍스,042820,20170630
00266989,에이디모터스,038120,20170630
00260693,평안물산,037240,20170630
00267951,아큐텍,013780,20170630
00804983,히든챔피언제1호기업인수목적,123160,20170630
00502474,동북아2호선박투자회사,080030,20170630
00579379,금강제강,105070,20170630
00264857,아라온테크,041060,20170630
00375302,우리금융지주,053000,20170630
00264848,대국,042340,20170630
00251190,글로웍스,034600,20170630
00694003,중국식품포장유한공사,900060,20170630
00505170,동북아3호선박투자회사,080960,20170630
00259439,지아이바이오,035450,20170630
00207436,알에스넷,046430,20170630
00408585,나이스메탈,072530,20170630
00115038,하나IB증권,003330,20170630
00288653,퓨쳐비젼,042570,20170630
00303837,이레전자산업,045310,20170630
00330017,레이더스컴퍼니,047420,20170630
00264769,포이보스,038810,20170630
00308948,미디어코프,053890,20170630
00321222,케이디세코,073780,20170630
00361202,이노블루,066200,20170630
00450728,도움,078610,20170630
00535773,엑스씨이,081500,20170630
00152950,코오롱유화,011020,20170630
00296069,세라온홀딩스,050600,20170630
00521956,현대경매부동산일호투자회사,083160,20170630
00360540,우수씨엔에스,060550,20170630
00593519,동북아31호선박투자회사,093730,20170630
00194372,후야인포넷,032050,20170630
00154693,이레아이엔씨,036900,20170630
00106650,카스코,005330,20170630
00368791,모델라인,064720,20170630
00220552,청람디지탈,035270,20170630
00294371,한텔,041940,20170630
00353683,코스모스피엘씨,053170,20170630
00252375,나노하이텍,071360,20170630
00260903,쓰리소프트,036360,20170630
00261461,트라이콤,038410,20170630
00265218,케이엔에스홀딩스,036760,20170630
00471989,지비에스,076170,20170630
00306986,피더블유제네틱스,065910,20170630
00356644,엠텍반도체,054440,20170630
00305695,세니콘,056060,20170630
00257051,유씨아이콜스,065810,20170630
00459589,코크렙제3호CR리츠,073530,20170630
00366164,아이티센네트웍스,057110,20170630
00436728,리얼티코리아제1호기업구조조정부동산투자,072450,20170630
00136235,BHK,003990,20170630
00328854,포넷,048270,20170630
00120960,맥슨텔레콤,009890,20170630
00119733,엔토리노,032590,20170630
00119423,두림티앤씨,033330,20170630
00557067,동북아27호선박투자회사,089170,20170630
00557058,동북아28호선박투자회사,089180,20170630
00557030,동북아30호선박투자회사,089200,20170630
00557049,동북아29호선박투자회사,089190,20170630
00244330,현주컴퓨터,038960,20170630
00120100,LG석유화학,012990,20170630
00246657,오브제,058680,20170630
00130037,휴닉스,009790,20170630
00405074,세이프아시아,066330,20170630
00398534,코크렙제1호기업구조조정부동산투자회사,067910,20170630
00165200,위너스인프라인,005760,20170630
00150183,AP우주통신,015670,20170630
00268482,조이토토,044370,20170630
00363033,한도하이테크,060660,20170630
00364227,에너윈,055970,20170630
00458915,유레스메리츠제1호,073470,20170630
00386876,교보메리츠퍼스트기업구조조정부동산투자회사,064900,20170630
00543073,굿앤리치부동산공경매투자회사1호,085450,20170630
00160445,한국합섬,025830,20170630
00554468,굿앤리치부동산공경매투자회사2호,088510,20170630
00165565,디에스피이엔티,016040,20170630
00300256,시큐어소프트,037060,20170630
00138491,동부일렉트로닉스,001830,20170630
00102821,고려시멘트,003660,20170630
00377814,베스트플로우,060410,20170630
00364670,쿨투,056020,20170630
00143013,우영,012460,20170630
00263991,모빌링크텔레콤,041310,20170630
00105183,극동제혁,010200,20170630
00173254,한마음상호저축은행,025450,20170630
00101637,그로웰전자,009220,20170630
00124513,부흥,003930,20170630
00154417,퍼시픽글라스,009080,20170630
00119362,아이인프라,008780,20170630
00140353,씨크롭,016970,20170630
00170451,외환신용카드,038400,20170630
00267793,삼화기연,033210,20170630
00260639,대흥멀티미디어통신,037250,20170630
00153852,텔슨정보통신,018180,20170630
00248956,비이티,036820,20170630
00390028,코오롱인터내셔널,063510,20170630
00260888,엔써커뮤니티,037750,20170630
00275710,써미트테크놀로지,039000,20170630
00172103,코리아이앤디,027440,20170630
00263955,트래픽아이티에스,038050,20170630
00261601,호성,035870,20170630
00265254,넥스텔,037220,20170630
00255266,쓰리알,037730,20170630
00259916,그로웰텔레콤,035780,20170630
00131434,서통,001150,20170630
00271352,테크메이트,043690,20170630
00244932,한아시스템,036020,20170630
00348052,엔에스아이,053250,20170630
00367598,케이티씨텔레콤,055810,20170630
00267720,신한SIT,054530,20170630
00147949,스마텔,004190,20170630
00203458,동방라이텍,025690,20170630
00130000,아이텍스필,008030,20170630
00145534,이수세라믹,032180,20170630
00425360,코크렙제2호기업구조조정부동산투자회사,070540,20170630
00141334,영풍산업,002850,20170630
00384452,모닷텔,048150,20170630
00103583,광덕물산,003590,20170630
00162142,동원증권,005890,20170630
00236021,우주통신,054080,20170630
00106483,기라정보통신,019930,20170630
00208374,텔슨전자,027350,20170630
00309983,하이콤정보통신,048540,20170630
00277727,미래에셋굿라이프혼합형자녀를위한펀드5-1,037500,20170630
00136217,한메엔에스,006150,20170630
00229827,이지클럽,038980,20170630
00247902,넷컴스토리지,037010,20170630
00318477,모디아,046000,20170630
00246815,성진산업,037650,20170630
00260921,아이엠아이티,038100,20170630
00247762,맥시스템,036880,20170630
00350224,슈마일렉트론,056500,20170630
00101992,센추리,006750,20170630
00151614,베네데스하이텍,009360,20170630
00179832,에스오케이,032610,20170630
00241120,세원텔레콤,036910,20170630
00277985,한강구조조정기금,036060,20170630
00325918,케이엔티,036590,20170630
00110981,대아리드선,009940,20170630
00104467,국민은행,031150,20170630
00257361,월드텔레콤,047610,20170630
00358730,업필,054370,20170630
00248406,화림모드,045920,20170630
00110963,대아건설,000380,20170630
00267021,창민테크,042960,20170630
00330406,씨제이엔터테인먼트,049370,20170630
00110079,대백쇼핑,027700,20170630
00141440,지니웍스,036600,20170630
00135670,신광기업,001580,20170630
00144933,유진종합개발,023420,20170630
00371139,휘튼,066480,20170630
00218654,엠바이엔,031970,20170630
00115852,두산건설,002950,20170630
00113696,대호,001980,20170630
00253514,한신코퍼레이션,037120,20170630
00105509,금강화섬,010730,20170630
00163178,우리증권,001280,20170630
00264185,피코소프트,039580,20170630
00265157,바이오시스,035960,20170630
00270405,윌텍정보통신,039390,20170630
00125406,삼도물산,002930,20170630
00258731,현대멀티캡,035910,20170630
00822572,씨아이에스,144630,20170630
00580603,코리아퍼시픽01호선박투자회사,090970,20170630
00580612,코리아퍼시픽02호선박투자회사,090980,20170630
00317830,신양오라컴디스플레이,086830,20170630
00311030,미래에셋증권,037620,20170630
00439053,이룸지엔지,050640,20170630
00992312,에스와이이노베이션,194860,20170630
00580621,코리아퍼시픽03호선박투자회사,090990,20170630
00580630,코리아퍼시픽04호선박투자회사,091000,20170630
00262123,유아이에너지,050050,20170630
00533696,아시아퍼시픽14호선박투자회사,083610,20170630
00533757,아시아퍼시픽13호선박투자회사,083600,20170630
00533580,아시아퍼시픽10호선박투자회사,083570,20170630
01041217,현대에이블기업인수목적1호,204760,20170630
00533793,아시아퍼시픽11호선박투자회사,083580,20170630
00533836,아시아퍼시픽12호선박투자회사,083590,20170630
00144766,호반산업,004320,20170630
00525527,실리콘화일,082930,20170630
00372989,비엔씨컴퍼니,058370,20170630
00529523,동북아11호선박투자회사,083360,20170630
00526474,동북아14호선박투자회사,083390,20170630
00302801,디아이디,074130,20170630
00124018,부산방직공업,025270,20170630
00255071,현대에이치씨엔동작방송,034750,20170630
00364926,플렉스컴,065270,20170630
00350491,웹솔루스,160350,20170630
00450214,마이스코,088700,20170630
01022054,솔트웍스,222520,20170630
00164955,현대페인트,011720,20170630
00790501,한진해운,117930,20170630
00272412,글라소울,045050,20170630
00207542,팬택자산관리,025930,20170630
00394778,케이엔씨글로벌,068150,20170630
00446460,아이디에스,078780,20170630
00188946,훈영,017170,20170630
00137702,한솔아트원제지,007190,20170630
00418476,엠제이비,074150,20170630
00587101,바다로3호선박투자회사,092630,20170630
00351047,아이팩토리,053810,20170630
00778040,거북선5호선박투자회사,114130,20170630
00778059,거북선6호선박투자회사,114140,20170630
00126229,삼성물산,000830,20170630
00496003,피엘에이,082390,20170630
00359030,닉스테크,063840,20170630
00510914,아시아퍼시픽9호선박투자회사,081940,20170630
00697329,거북선4호선박투자회사,108890,20170630
00149664,중앙건설,015110,20170630
00318839,미래에셋새천년코리아벤처펀드일호,042950,20170630
00130897,하나은행,002860,20170630
00183260,에이스하이텍,071930,20170630
00246347,태창파로스,039850,20170630
00599230,평산차업집단유한공사,950010,20170630
00970277,스탠다드펌,179280,20170630
00122922,벽산건설,002530,20170630
00116860,NH농협증권,016420,20170630
00505569,아시아퍼시픽4호선박투자회사,081210,20170630
00160612,한화화인케미칼,025850,20170630
00659435,정다운,224090,20170630
00232317,지오엠씨,033030,20170630
00130860,에듀패스,031950,20170630
00113632,아이디에이치,026230,20170630
00837680,거북선7호선박투자회사,134000,20170630
00130815,서울상호저축은행,016560,20170630
00248123,와이즈파워,040670,20170630
00788807,코크렙제15호기업구조조정부동산투자회사,121550,20170630
00270432,티브로드한빛방송,043890,20170630
00648697,거북선3호선박투자회사,102000,20170630
00165529,동성하이켐,013450,20170630
00419989,클루넷,067130,20170630
00637114,코리아퍼시픽07호선박투자회사,099210,20170630
00361114,씨유전자,056340,20170630
00125628,삼목강업,158380,20170630
00265227,에스비엠,037630,20170630
00267669,솔빛미디어,044440,20170630
00693800,에프지엔개발전문자기관리부동산투자회사,119250,20170630
00991012,판타지오,187770,20170630
00164469,현대하이스코,010520,20170630
00586652,거북선1호선박투자회사,092970,20170630
00345657,코아에스앤아이,052350,20170630
00810531,자원메디칼,181980,20170630
00127370,삼우이엠씨,026250,20170630
00261124,어울림정보기술,038320,20170630
00244729,티브로드도봉강북방송,035210,20170630
00138127,티이씨앤코,008900,20170630
00156521,화인자산관리,010460,20170630
00120377,로케트전기,000420,20170630
00136970,신일건업,014350,20170630
00148328,제일모직,001300,20170630
00842479,퓨얼셀파워,139170,20170630
00907660,아루히,950100,20170630
00351269,지티앤티,053870,20170630
00350251,모아에스앤에스,052880,20170630
00206127,어울림엘시스,033280,20170630
00846396,이코리아자기관리부동산투자회사,138440,20170630
00144155,SK,003600,20170630
00678281,에이치앤아이,103650,20170630
00314888,디에스,051710,20170630
00653990,유니드코리아,110500,20170630
00451116,아이레보,072430,20170630
00159926,포스코티엠씨,010150,20170630
00648688,거북선2호선박투자회사,101380,20170630
00512550,아시아퍼시픽5호선박투자회사,082240,20170630
00512532,아시아퍼시픽7호선박투자회사,082260,20170630
00512541,아시아퍼시픽6호선박투자회사,082250,20170630
01047929,에스케이제1호기업인수목적,207930,20171106
01064315,대우기업인수목적3호,215580,20171226
01047567,엔에이치에스엘기업인수목적,207720,20171016
01043871,케이티비기업인수목적1호,204650,20170707
01065536,미래에셋제3호기업인수목적,215750,20180104
00636045,넥솔론,110570,20170918
00632331,디피앤케이,189700,20171220
00974459,비앤에스미디어,156170,20170918
00461690,세화피앤씨,085980,20170919
01111057,에스지에이시스템즈,232290,20171222
00823687,웨이포트유한공사,900130,20170725
00318538,아스팩오일,232360,20170725
00855145,하이골드오션2호선박투자회사,139200,20171127
01046179,골든브릿지제2호기업인수목적,206660,20171020
00110495,대성합동지주,005620,20170825
00722500,중국원양자원유한공사,900050,20170927
00533678,아시아퍼시픽15호선박투자회사,083620,20170731
01047716,하나머스트3호기업인수목적,208870,20170731
00686147,신성에프에이,104120,20171207
00686068,신성이엔지,104110,20171208
00163619,한진피앤씨,061460,20170929
00967778,나이코,192240,20170630
01038161,대우기업인수목적2호,204440,20170630
00267960,에스에스컴텍,036500,20170630
00529310,동북아10호선박투자회사,083350,20170630
01080410,골든브릿지제3호기업인수목적,219580,20180207
00413824,제이앤유글로벌,086200,20180508
01090301,케이비제8호기업인수목적,222390,20180313
01010572,패션플랫폼,256090,20180213
01075047,키움제3호기업인수목적,218710,20180214
01089828,유진기업인수목적3호,221200,20180417
01087079,한화에이스기업인수목적2호,219860,20180302
01072660,엔에이치기업인수목적7호,217810,20180119
01091391,교보5호기업인수목적,223040,20180330
01089961,케이비드림투게더제3호기업인수목적,221950,20180330
01089387,유안타제2호기업인수목적,219960,20180223
01111765,에스엠로보틱스,252940,20180425
01115257,시냅스엠,246830,20180514
01109186,동부제4호기업인수목적,230490,20180726
01095892,태경피엔에스,235090,20180801
00130949,카카오엠,016170,20180918
00202778,썬코어,051170,20180820
01090921,케이엠제약,237720,20180928
01102800,키움제4호기업인수목적,226850,20180605
00148717,도레이케미칼,008000,20180810
00959265,디와이엘엔제이,207230,20180514
00447478,엔에스브이,095300,20180524
00163789,심팩메탈,090730,20180717
00838421,씨제이이앤엠,130960,20180718
01094565,이베스트기업인수목적3호,225440,20180528
00842327,완리인터내셔널홀딩스,900180,20180528
00156044,하림홀딩스,024660,20180716
00109170,대덕GDS,004130,20181219
00207223,위너지스,026260,20181012
00454265,스틸플라워,087220,20190213
01170962,GRT,900290,20181122
00348177,트레이스,052290,20181011
01111020,케이비제9호기업인수목적,232270,20181012
01117103,하이에이아이1호기업인수목적,235010,20181012
00264644,넥스콘테크놀러지,038990,20190227
00334244,덴소코리아,047060,20181113
00535719,프렉코,082220,20190226
00790121,차이나하오란리사이클링유한공사,900090,20190102
00569992,원익테라세미콘,123100,20190220
00925453,나무기술,167380,20181211
01130937,한국제4호기업인수목적,240540,20190129
00232496,씨그널엔터테인먼트그룹,099830,20190111
01088458,극동자동화,272420,20190212
00108047,세원화성,007910,20190226
00609254,세왕,111610,20190329
01117495,에스와이제이,251540,20190402
00835734,피엠디아카데미,144740,20190523
01119217,본느,242420,20190521
00865382,트러스와이제7호위탁관리부동산투자회사,140890,20190507
00149877,중앙바이오텍,015170,20190510
00123514,보진재,030950,20190514
01139266,로스웰,900260,20190312
01018954,제이에스피브이,250300,20191210
00921475,자비스,230400,20191115
01199985,미래에셋대우기업인수목적1호,265480,20200103
00619020,세종머티리얼즈,135270,20191002
01179839,신한제3호기업인수목적,257730,20191001
01095397,줌인터넷,229480,20190610
01051339,한국비엔씨,226610,20191203
01113277,인프라웨어테크놀러지,247300,20191206
01197428,한화에이스기업인수목적3호,264290,20191206
00252755,씨앤케이인터내셔널,039530,20190718
01181940,아이엘사이언스,122050,20191227
00580180,포인트엔지니어링,176560,20190716
00473400,한컴지엠디,077280,20200116
00100717,아이이,023430,20191120
01201581,한화수성기업인수목적,265920,20200115
00200956,현대정보기술,026180,20190717
01111570,에스케이제3호기업인수목적,232330,20190830
01113781,영현무역,242850,20190827
01194759,대신밸런스제4호기업인수목적,262830,20191010
00527880,썬테크놀로지스,122800,20200212
00117638,동양텔레콤,007150,20200226
01063963,유쎌,252370,20200227
00656340,소프트캠프,210610,20200227
01194892,알로이스,271400,20200227
00222806,에임하이글로벌,043580,20200228
01234525,한국제5호기업인수목적,271740,20200303
00389679,해피드림,065180,20200228
00526465,동북아13호선박투자회사,083380,20200504
00324104,디케이씨,047440,20200228
00410678,다린,204690,20200228
00930321,하이골드오션8호국제선박투자회사,159650,20200427
00695464,차이나그레이트스타인터내셔널리미티드,900040,20200522
00123152,보루네오가구,004740,20200228
01086812,케미메디,205290,20200526
00961136,씨티네트웍스,189540,20200512
00893923,이푸른,185280,20200228
00530796,미성포리테크,094700,20200228
00671437,파인넥스,123260,20200410
00102681,고려개발,004200,20200721
01243550,아이비케이에스제7호기업인수목적,276920,20200618
00814810,엠에프엠코리아,251960,20201230
01186811,티에스트릴리온,284610,20201230
01066030,드림티엔터테인먼트,220110,20200713
00526447,동북아12호선박투자회사,083370,20200623
00435297,맥쿼리인프라,088980,20200715
00598587,인터파크,108790,20200716
01243772,신한제4호기업인수목적,277480,20200820
01107665,크리스탈신소재,900250,20201109
00351418,코리아오토글라스,152330,20201218
00843830,카이노스메드,220250,20200611
00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
01277928,한국제7호기업인수목적,291210,20210115
00100258,에스마크,030270,20201204
00255141,글로앤웰,035480,20210208
01247918,한화에이스기업인수목적4호,279410,20200703
01257526,한국제6호기업인수목적,281410,20200727
00599887,신텍,099660,20200720
00601641,리드,197210,20201126
00261735,위노바,039790,20210224
00122339,이매진아시아,036260,20210326
00159290,한국아트라스비엑스,023890,20210419
00116356,동성화학,005190,20210416
01337114,구스앤홈,329050,20210413
01336391,엔에이치기업인수목적13호,310840,20210923
00609485,웅진에너지,103130,20211201
00173944,우진,105840,20211210
00786331,에스앤씨엔진그룹리미티드,900080,20210614
00146719,일화모직공업,001590,20210618
01337220,키움제5호기업인수목적,311270,20210916
00129350,삼화콘덴서공업,001820,20211117
00303217,우진플라임,049800,20211227
00389387,라임,065160,20211129
00125938,삼보판지,023600,20211207
00954242,하이골드오션12호국제선박투자회사,172580,20220103
01036446,서연이화,200880,20211215
