market,symbol,name,reason,updatedAt
us,SHOP,Shopify,candidate_universe,2026-06-01T19:32:10
us,SIMO,Silicon Motion,holding_added,2026-06-01T20:05:20
us,SMCI,Super Micro Computer,candidate_universe|user_added,2026-06-01T19:32:10
us,SMH,SMH,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,SMR,NuScale Power,candidate_universe|user_added,2026-06-01T19:32:10
us,SNDK,샌디스크,holding_added,2026-06-01T20:05:20
us,SNOW,Snowflake,candidate_universe|user_added,2026-06-01T19:32:10
us,SOUN,SoundHound AI,candidate_universe,2026-06-01T19:32:10
us,SOXL,DireXion Daily Semiconductor Bull 3X Shares,manual_refresh_one,2026-06-03T22:39:49
us,SOXX,SOXX,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,SPY,SPY,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,STX,Seagate,candidate_universe,2026-06-01T19:32:10
us,TEM,Tempus AI,candidate_universe|user_added,2026-06-01T19:32:10
us,TER,Teradyne,candidate_universe,2026-06-01T19:32:10
us,TLT,20Y Treasury ETF,candidate_universe,2026-06-01T19:32:10
us,TMDX,TMDX,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,TSLA,TSLA,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,TSM,TSMC,candidate_universe,2026-06-01T19:32:10
us,VRT,VRT,candidate_universe|recommendation|user_added,2026-06-01T19:32:10
us,VRTX,Vertex,candidate_universe,2026-06-01T19:32:10
us,WDC,Western Digital,candidate_universe,2026-06-01T19:32:10
us,WMT,Walmart,candidate_universe,2026-06-01T19:32:10
us,XLE,Energy ETF,candidate_universe,2026-06-01T19:32:10
us,XLF,Financial ETF,candidate_universe,2026-06-01T19:32:10
us,ZS,Zscaler,candidate_universe,2026-06-01T19:32:10
