symbol,name,theme,group,type,sector_proxy,risk_level,current_price,last_price,현재가,quote_fallback_price,실시간현재가,quote_source,quote_source_label,data_status,price_data_status,current_price_source
000100,유한양행,제약·신약,바이오,core,바이오,중,86600.0,86600.0,"86,600원",86600.0,"86,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
214450,파마리서치,뷰티·헬스케어,헬스케어,growth,헬스케어,중,305500.0,305500.0,"305,500원",305500.0,"305,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
214150,클래시스,미용의료기기,헬스케어,growth,헬스케어,중,50800.0,50800.0,"50,800원",50800.0,"50,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
373220,LG에너지솔루션,2차전지,2차전지,core,2차전지,중,399000.0,399000.0,"399,000원",399000.0,"399,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
006400,삼성SDI,2차전지,2차전지,core,2차전지,중,637000.0,637000.0,"637,000원",637000.0,"637,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
051910,LG화학,2차전지·화학,2차전지,core,2차전지,중,351000.0,351000.0,"351,000원",351000.0,"351,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
005490,POSCO홀딩스,철강·2차전지 소재,2차전지/소재,core,2차전지,중,445000.0,445000.0,"445,000원",445000.0,"445,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
003670,포스코퓨처엠,2차전지 소재,2차전지/소재,growth,2차전지,높음,243000.0,243000.0,"243,000원",243000.0,"243,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
247540,에코프로비엠,양극재,2차전지/소재,growth,2차전지,높음,226500.0,226500.0,"226,500원",226500.0,"226,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
086520,에코프로,2차전지 지주,2차전지/소재,growth,2차전지,높음,151400.0,151400.0,"151,400원",151400.0,"151,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
066970,엘앤에프,양극재,2차전지/소재,growth,2차전지,높음,159000.0,159000.0,"159,000원",159000.0,"159,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
375500,DL이앤씨,건설·플랜트,건설,watch,건설,중,82500.0,82500.0,"82,500원",82500.0,"82,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
000720,현대건설,건설·원전·인프라,건설,core,건설,중,152300.0,152300.0,"152,300원",152300.0,"152,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
006360,GS건설,건설,건설,watch,건설,높음,32050.0,32050.0,"32,050원",32050.0,"32,050원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
105560,KB금융,은행·금융지주,금융,core,금융,낮음,159500.0,159500.0,"159,500원",159500.0,"159,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
055550,신한지주,은행·금융지주,금융,core,금융,낮음,96550.0,96550.0,"96,550원",96550.0,"96,550원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
086790,하나금융지주,은행·금융지주,금융,core,금융,낮음,120600.0,120600.0,"120,600원",120600.0,"120,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
138040,메리츠금융지주,보험·금융지주,금융,core,금융,중,107300.0,107300.0,"107,300원",107300.0,"107,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
240810,원익IPS,반도체 장비,반도체 장비,watch,반도체 장비,높음,124800.0,124800.0,"124,800원",124800.0,"124,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
089030,테크윙,반도체 검사장비,반도체 장비,watch,반도체 장비,높음,58200.0,58200.0,"58,200원",58200.0,"58,200원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
039030,이오테크닉스,레이저 반도체 장비,반도체 장비,watch,반도체 장비,높음,546000.0,546000.0,"546,000원",546000.0,"546,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
222800,심텍,반도체 PCB,반도체 부품,watch,반도체 부품,높음,132400.0,132400.0,"132,400원",132400.0,"132,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
353200,대덕전자,반도체 PCB,반도체 부품,watch,반도체 부품,높음,164300.0,164300.0,"164,300원",164300.0,"164,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
039440,에스티아이,반도체 장비,반도체 장비,watch,반도체 장비,높음,33400.0,33400.0,"33,400원",33400.0,"33,400원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
108320,LX세미콘,팹리스·디스플레이,반도체,watch,반도체,중,61500.0,61500.0,"61,500원",61500.0,"61,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
278470,에이피알,뷰티테크,뷰티/헬스케어,growth,헬스케어,높음,397500.0,397500.0,"397,500원",397500.0,"397,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
145020,휴젤,보툴리눔·미용의료,헬스케어,growth,헬스케어,중,264000.0,264000.0,"264,000원",264000.0,"264,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
278280,천보,2차전지 소재,2차전지/소재,watch,2차전지,높음,51100.0,51100.0,"51,100원",51100.0,"51,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
121600,나노신소재,CNT 도전재,2차전지/소재,watch,2차전지,높음,73700.0,73700.0,"73,700원",73700.0,"73,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
005070,코스모신소재,2차전지 소재,2차전지/소재,watch,2차전지,높음,56200.0,56200.0,"56,200원",56200.0,"56,200원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
003620,KG모빌리티,자동차,자동차,watch,자동차,높음,3615.0,3615.0,"3,615원",3615.0,"3,615원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
086280,현대글로비스,물류·자동차,자동차/물류,core,자동차,중,235500.0,235500.0,"235,500원",235500.0,"235,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
011200,HMM,해운,해운,cyclical,항공/해운,높음,20300.0,20300.0,"20,300원",20300.0,"20,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
028670,팬오션,벌크선·해운,해운,cyclical,항공/해운,높음,6010.0,6010.0,"6,010원",6010.0,"6,010원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
004020,현대제철,철강,소재,cyclical,소재,중,43300.0,43300.0,"43,300원",43300.0,"43,300원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
010130,고려아연,비철금속,소재,core,소재,중,1447000.0,1447000.0,"1,447,000원",1447000.0,"1,447,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
326030,SK바이오팜,신약·바이오,바이오,growth,바이오,높음,95700.0,95700.0,"95,700원",95700.0,"95,700원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
128940,한미약품,제약·신약,바이오,core,바이오,중,449500.0,449500.0,"449,500원",449500.0,"449,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
086900,메디톡스,보툴리눔·미용의료,헬스케어,watch,헬스케어,높음,99600.0,99600.0,"99,600원",99600.0,"99,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
293490,카카오게임즈,게임,인터넷/게임,watch,인터넷/AI,높음,10220.0,10220.0,"10,220원",10220.0,"10,220원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
259960,크래프톤,게임·AI,인터넷/게임,core,인터넷/AI,중,260500.0,260500.0,"260,500원",260500.0,"260,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
041510,에스엠,엔터테인먼트,엔터,watch,콘텐츠,높음,86100.0,86100.0,"86,100원",86100.0,"86,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
352820,하이브,엔터테인먼트,엔터,core,콘텐츠,중,233500.0,233500.0,"233,500원",233500.0,"233,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
035900,JYP Ent.,엔터테인먼트,엔터,watch,콘텐츠,높음,60100.0,60100.0,"60,100원",60100.0,"60,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
078930,GS,지주·에너지,지주/에너지,watch,에너지,중,76100.0,76100.0,"76,100원",76100.0,"76,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
096770,SK이노베이션,정유·2차전지,에너지/2차전지,watch,에너지,중,121800.0,121800.0,"121,800원",121800.0,"121,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
010950,S-Oil,정유,에너지,watch,에너지,중,108600.0,108600.0,"108,600원",108600.0,"108,600원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
017670,SK텔레콤,통신·AI,통신,core,통신,낮음,100800.0,100800.0,"100,800원",100800.0,"100,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
030200,KT,통신·AI,통신,core,통신,낮음,55100.0,55100.0,"55,100원",55100.0,"55,100원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
032640,LG유플러스,통신,통신,defensive,통신,낮음,15500.0,15500.0,"15,500원",15500.0,"15,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
034730,SK,지주·반도체·바이오,지주,watch,지주,중,659000.0,659000.0,"659,000원",659000.0,"659,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
003550,LG,지주,지주,watch,지주,낮음,121800.0,121800.0,"121,800원",121800.0,"121,800원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
000810,삼성화재,보험,금융,defensive,금융,낮음,574000.0,574000.0,"574,000원",574000.0,"574,000원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
032830,삼성생명,보험,금융,defensive,금융,낮음,351500.0,351500.0,"351,500원",351500.0,"351,500원",KIS Open API,KIS 현재가,API 현재가 수신,success,KIS 현재가
