prediction_id,date,market,ticker,predicted_direction,actual_direction,confidence_score,expected_return,actual_return,hit_or_miss,error_size,simulated_pnl,max_drawdown,error_reason,correction_needed,created_at
7d1aad73,2026-05-18,한국주식,402340,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
94f33b8e,2026-05-18,한국주식,207940,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
5f3fae51,2026-05-18,한국주식,068270,down,flat,16.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
2bc7c5f0,2026-05-18,한국주식,196170,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
f36e21d3,2026-05-18,한국주식,000100,down,flat,1.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
8b187d76,2026-05-18,한국주식,214450,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
816ad91e,2026-05-18,한국주식,214150,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
d285e2e5,2026-05-18,한국주식,006400,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
302dc06d,2026-05-18,한국주식,051910,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
aa5d588c,2026-05-18,한국주식,005490,down,flat,6.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
4805e235,2026-05-18,한국주식,003670,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
54cb7454,2026-05-18,한국주식,247540,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
b24f80ca,2026-05-18,한국주식,086520,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
a4ee07d7,2026-05-18,한국주식,066970,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
5afdd2c0,2026-05-18,한국주식,000720,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
b172e276,2026-05-18,한국주식,006360,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
c9cdafb6,2026-05-18,한국주식,105560,down,flat,14.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
a9584365,2026-05-18,한국주식,055550,down,flat,2.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
7cc52437,2026-05-18,한국주식,086790,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
940fc9ce,2026-05-18,한국주식,138040,down,flat,10.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
3b33573e,2026-05-18,한국주식,222800,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
5df9d691,2026-05-18,한국주식,131970,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T07:56:23
35ca6166,2026-05-18,한국주식,005930,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
7ad971d6,2026-05-18,한국주식,000660,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
af1aa1f4,2026-05-18,한국주식,003490,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
37a979ef,2026-05-18,한국주식,373220,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
b990ed64,2026-05-18,한국주식,375500,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
e2f8c066,2026-05-18,한국주식,047810,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
d1883ef3,2026-05-18,한국주식,015760,down,flat,7.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
6246aab8,2026-05-18,한국주식,005380,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
56efc58f,2026-05-18,한국주식,009540,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
d798e8ca,2026-05-18,한국주식,042700,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
7bf2b8e3,2026-05-18,한국주식,007660,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
516ba500,2026-05-18,한국주식,403870,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
d0cbd5e1,2026-05-18,한국주식,058470,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
5f50576b,2026-05-18,한국주식,095340,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
e00e305e,2026-05-18,한국주식,067310,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
2477f109,2026-05-18,한국주식,036930,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
37d6c02b,2026-05-18,한국주식,000990,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
f671223f,2026-05-18,한국주식,009150,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
be362f7e,2026-05-18,한국주식,011070,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
44ba14ec,2026-05-18,한국주식,267260,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
4aaae263,2026-05-18,한국주식,010120,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
c9f47454,2026-05-18,한국주식,298040,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
060d4e13,2026-05-18,한국주식,006260,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
0fdb96da,2026-05-18,한국주식,001440,down,flat,6.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
32f838e4,2026-05-18,한국주식,103590,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
bfc1ac32,2026-05-18,한국주식,034020,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
a19b47b1,2026-05-18,한국주식,012450,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
cd660082,2026-05-18,한국주식,079550,down,flat,1.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
b38b3829,2026-05-18,한국주식,064350,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
2ab35a3c,2026-05-18,한국주식,272210,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
5bd66445,2026-05-18,한국주식,329180,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
51a4610d,2026-05-18,한국주식,010140,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
7fdc1c0c,2026-05-18,한국주식,042660,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
0fb195b3,2026-05-18,한국주식,277810,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
2fdb67f6,2026-05-18,한국주식,454910,up,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
576b2b4d,2026-05-18,한국주식,108490,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
6421205d,2026-05-18,한국주식,090360,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
8929f7b4,2026-05-18,한국주식,000270,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
1518f560,2026-05-18,한국주식,012330,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
7ed234b5,2026-05-18,한국주식,035420,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
d2c2d1a4,2026-05-18,한국주식,035720,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
2393755e,2026-05-18,한국주식,018260,down,flat,10.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
cd33d016,2026-05-18,한국주식,402340,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
dfbe2ab4,2026-05-18,한국주식,207940,down,flat,3.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
b8f046ab,2026-05-18,한국주식,068270,down,flat,1.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
707c2be2,2026-05-18,한국주식,196170,up,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
d953dcb8,2026-05-18,한국주식,000100,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
70407934,2026-05-18,한국주식,214450,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
37157965,2026-05-18,한국주식,214150,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
71785140,2026-05-18,한국주식,006400,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
c86de64e,2026-05-18,한국주식,051910,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
0d29e8ed,2026-05-18,한국주식,005490,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
fce858ca,2026-05-18,한국주식,003670,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
961cd04e,2026-05-18,한국주식,247540,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
846f28fe,2026-05-18,한국주식,086520,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
829885ad,2026-05-18,한국주식,066970,down,flat,0.0000,,0.000000,miss,,,,우선진입가 미도달 / 예측 당시 주의사유 존재,"종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 체결률 개선보다 추격금지 유지, 대기선 분할만 허용 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한",2026-05-18T08:30:59
efa9175d,2026-05-18,한국주식,000720,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,종가 ATR 범위와 당일 이벤트 변동성 배수 상향 / 주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
319e6e95,2026-05-18,한국주식,006360,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
c100ad8a,2026-05-18,한국주식,105560,down,flat,16.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
1d7a0f67,2026-05-18,한국주식,055550,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
a6203ebf,2026-05-18,한국주식,086790,down,flat,0.0000,,0.000000,miss,,,,예측 당시 주의사유 존재,주의사유 존재 시 다음 후보도 관망 우위 유지 / 저품질 예측은 추천수량 0 또는 확인 후보로 제한,2026-05-18T08:30:59
